Timestamp,x1,x6,x5,f2_value,f1_value,x2,x4,x3
185.0,0.2778257858059837,0.5277817314023376,0.6118216997731395,19.16309058849133,7.372183327205492,0.5310287678506664,0.5978402632639185,0.5455968910989304
184.0,0.23651635343032157,0.5798470307189524,0.5624904838384144,16.482542535110557,5.106056787437339,0.5517580656237949,0.4788995299517941,0.5854044993222591
183.0,0.2904410589342122,0.5638560486695813,0.530137403853363,25.467339369145996,10.424449029564004,0.600498813184039,0.6279508337070299,0.5625430587223537
182.0,0.15320218117494275,0.4190539712305252,0.4541675959144204,24.991366586071976,4.521423870506922,0.5496845040959406,0.6334859240000351,0.5132698841946486
181.0,0.277752375412488,0.5556132722184932,0.5042073972779968,16.786626466571736,6.455577308288536,0.5414250616622062,0.6258919195696767,0.5455968910989304
180.0,0.15795475773039425,0.2720121801344521,0.7114000253566819,85.26852277141708,15.995065562136897,0.5639681632333948,0.4047245968823665,0.5380414534751231
179.0,0.24946985247774045,0.5798470307189524,0.48530870150678335,13.173638022125072,4.378805494788234,0.5169105662610328,0.5989046461402726,0.4855877713138176
178.0,0.16073011169106766,0.32599085001774886,0.5540478687477309,54.32988429759334,10.404815534261818,0.6876543642298335,0.4996527718132952,0.4951721667576982
177.0,0.29770946888267785,0.5238703733879491,0.6018937649499299,12.176620666358236,5.161817098117408,0.49917729418364726,0.5699757623572113,0.5282737205055006
176.0,0.20242693049747842,0.24572225737214762,0.5955217857266739,75.86872499947546,19.255756882539234,0.6308918916312257,0.6178352480670077,0.4849212906510604
175.0,0.13733057679791627,0.5685999576576916,0.4161806330530111,66.16571281469072,10.533090962420944,0.4147228440098002,0.6042355078589288,0.27111865070570756
174.0,0.2668579025514716,0.4793226027613116,0.5574580878544908,8.623219580691075,3.13878346169524,0.5615247555036068,0.5510070043986964,0.470894031586438
173.0,0.1953579792639647,0.7310755904139123,0.5416569467961633,48.01450721235786,11.657379135856027,0.565932794100652,0.5437631537472528,0.5642281474996573
172.0,0.25236152416541,0.542009508661286,0.6009258521579282,20.538790253274133,6.932763067128017,0.5325934818861207,0.5479426428040233,0.39297908217483873
171.0,0.24515875451510621,0.5556132722184932,0.5042073972779968,16.40097817852519,5.32674043333942,0.5157010088786494,0.6258919195696767,0.5455968910989304
170.0,0.22861858795303933,0.5326081496121295,0.45819821339667655,21.756255365677518,6.4480220850125,0.6011818384307255,0.41417208213558476,0.5834102442873338
169.0,0.25236152416541,0.542009508661286,0.6009258521579282,19.336490894018954,6.526933099019392,0.5185013636328715,0.5381402604791138,0.39297908217483873
168.0,0.25942481856180877,0.6514823302390055,0.41698206132823773,35.30090215979253,12.36596954287303,0.557313450499501,0.6215103407926639,0.49310500619200504
167.0,0.2580142826415895,0.6366411626529236,0.5351230363315216,22.6378133066726,7.871956325102641,0.5397225460589852,0.5812728952043957,0.5455968910989304
166.0,0.23651635343032157,0.5798470307189524,0.42886823270164137,18.95906687023231,5.873248733926519,0.5267658616849202,0.4788995299517941,0.39284181972420396
165.0,0.2719786970921432,0.5638560486695813,0.5689704081924446,19.172963211508833,7.1627540744116995,0.5811312403062228,0.6002690134923283,0.5036371861804652
164.0,0.23003331205590716,0.42117933874054986,0.730350111738019,46.066061619087066,13.762580762947929,0.579109816593252,0.5078319333208378,0.49078905878270446
163.0,0.23651635343032157,0.6514823302390055,0.41698206132823773,34.04509988943248,10.54668677475692,0.5169105662610328,0.6215103407926639,0.49310500619200504
162.0,0.24577696522663534,0.31607282028450195,0.5474880771336662,42.670584848348525,13.90496758246598,0.6415278116421846,0.46219981095592866,0.5348091263206799
161.0,0.28170059623564736,0.5496657122450397,0.4150816656664247,40.009405183711976,15.690773563530277,0.46745475202609627,0.319769352866909,0.3818411581006837
160.0,0.2869839762991551,0.5638560486695813,0.530137403853363,15.469222648906975,6.22625421936224,0.5811312403062228,0.572688137445162,0.5625430587223537
159.0,0.09951771119692054,0.38509578124538124,0.6140740462525509,85.49391117161737,9.448446090351467,0.5595900355706501,0.7450755953475232,0.38454085943749067
158.0,0.25791452631109407,0.5558678802940098,0.6126594826759569,23.170016221332162,8.052824061680036,0.5656491051365841,0.5985244273572163,0.47402807878662606
157.0,0.27880084369541375,0.4562831826559795,0.5706929232587137,155.38350251050775,60.068084131232794,0.6603491105144891,0.9853600190852974,0.19457791897693713
