Timestamp,x2,f2_value,x1,Valid,f1_value
0.0,0.0,-1.0,0.0,False,7.0
0.0,12.598873757483787,-157.3737834348719,-2.5377678880917607,True,157.12520984824283
0.0,9.531854643235782,-222.24280756761215,-16.605584879367573,False,420.9603323566553
0.0,-1.3068495061706855,-128.19562690831134,-13.652674696021268,False,252.32777978358445
0.0,-18.139774097524295,-325.5518421016483,4.531012266957074,False,374.73697559974914
0.0,-18.18738239947741,-541.4538335323787,-19.255354465400348,False,821.94573679359
0.0,13.500942570561612,4.575662928935543,17.87213645349057,False,410.1982807507037
0.0,9.494501034942452,-161.5302168957778,-9.930407673682158,True,216.4911750928925
0.0,19.467326575650247,-187.3492753779686,17.076986163749922,False,570.3576626336245
0.0,-0.36892186822633377,-27.603581303846287,-2.858848246948668,False,27.48235336818442
0.0,-3.69193935113098,35.78424924777022,6.422060458051291,False,43.5689135693522
0.0,14.01396394544743,-84.76342148993947,9.399981787051793,False,226.12298802210387
0.0,-17.822252979359014,-429.5236795965011,-8.36071915305687,False,463.62170858750875
0.0,-9.949282358763679,-86.32331841418545,3.7292739730831173,False,124.87717264591618
0.0,-11.312717346325678,-16.254666834528678,15.038704623997845,False,323.61082672237205
0.0,13.372643247504556,-76.34615043495813,8.52623894389577,False,197.67409568284182
0.0,-4.576568674507195,132.13555289106463,18.13707456361773,False,293.5032936532533
0.0,-2.0406128272292605,25.36808765236158,3.8459348908303,False,14.652801986295788
0.0,15.372959757278842,-285.4805566707705,-8.766509387379273,False,324.49969657288307
0.0,-11.16849628693015,-51.7341572336062,10.704238294602963,False,225.83606617426557
1.0,7.16925681261365,-80.22959667889675,-4.6855407843240915,True,84.75618519884071
2.0,9.588988572975655,-159.95316421363992,-9.575826611881507,True,209.77048645505045
3.0,11.124004525578087,-139.75105094538776,-4.1395092568291325,True,142.1890415486162
4.0,12.580930207255179,-157.5804598227951,-2.6069461508310674,True,157.34189730197266
5.0,10.913491787544704,-149.91801429236892,-5.737854985628072,True,160.1517192003255
6.0,9.601113961208174,-109.93190881513704,-3.994749715716317,True,111.91618552777103
7.0,10.235957019236373,-189.16530302797787,-11.54026677408847,False,270.64172637466584
8.0,8.825808785161232,-98.81995724590519,-4.175186011555386,True,101.37620541921603
9.0,9.805265698644781,-93.78181249790516,-1.8054564971305318,True,94.01420317528336
10.0,6.352066594812552,-69.75254334980232,-4.567547390499323,True,73.77729556176288
11.0,12.771165955634899,-179.3119199231887,-4.527952440898957,True,183.17451102573673
12.0,12.660040557343365,-157.0897105551363,-2.3481294173604574,True,156.86277522900755
13.0,8.898919014154458,-81.29427770175225,-2.100150678842379,True,81.20415718138246
14.0,11.612702018352046,-159.05647921265142,-5.15855945359087,True,165.8744175809288
15.0,5.950165310796333,-48.5076426784409,-2.6670562304699494,True,48.28555046257973
16.0,5.353063355814193,-108.4688786859761,-9.946635345138198,True,163.67125664943757
17.0,4.001172285407122,-52.62873722241099,-4.846855792857243,True,57.88646933487859
18.0,11.317304276427684,-136.81170324760004,-3.373881746134117,True,137.32537255382644
19.0,7.738233260693388,-80.0466508204599,-3.8492070383272505,True,81.61701045273169
20.0,6.9087720524826,-90.00035635019739,-6.120752131333106,True,102.86020234675063
21.0,9.803266861570993,-97.14132110418018,-2.182645963127353,True,96.99203468889954
22.0,12.52346866229145,-157.380292107551,-2.73221801074866,True,157.1842173120671
23.0,9.736292700437225,-136.70665072225808,-6.7093156193939265,True,154.17498870593175
24.0,8.10303242426976,-144.2401674717155,-10.42078865016533,True,206.72906031230343
25.0,7.836355011744782,-85.04756435567101,-4.256868278784779,True,87.8841505046712
26.0,12.790391894142807,-158.23759592448656,-2.136028323002016,True,158.12007130614327
27.0,4.033927724213626,-73.58331447666946,-7.153177448990821,True,94.98537484846618
28.0,3.916793661589651,-38.21746995230386,-3.301087187557144,True,38.609210634372076
29.0,12.757812950011392,-170.24256336358246,-3.555155332902988,True,171.1059161401361
30.0,3.9654154614528068,-52.20104488882037,-4.823039558866334,True,57.34755768087826
31.0,5.848829712184447,-82.33838697856557,-6.536359711200317,True,98.38058669676667
32.0,6.857574502217698,-93.72083905520532,-6.601073334019379,True,110.28964154621015
33.0,6.600093918929009,-75.5631955869159,-4.911349298454471,True,81.12780102607277
34.0,11.17083616442546,-168.60792360623924,-7.240223924739386,True,190.82764646291093
35.0,8.17535336152432,-75.46710927457092,-2.6646014902036192,True,75.24420292514817
36.0,8.077986756606037,-73.749577039129,-2.62796450138206,True,73.51595195274295
37.0,2.8278161740859353,-64.69572031075613,-6.817200927167331,True,83.08394415629058
38.0,3.8308508749333257,-48.008432737269295,-4.443857340128725,True,51.53701409604162
39.0,3.5178840759644494,-27.16954305410456,-2.314422537123246,True,26.953982048832334
40.0,1.8832896852320857,-34.285156898324786,-3.7227729144763764,False,35.53033049870184
41.0,7.581394061526886,-62.2032391477383,-2.098721261626327,True,62.11426377360907
42.0,7.233086349083244,-97.27503870224798,-6.491519251902233,True,112.95726464055414
43.0,8.896289706584454,-108.9039432657564,-5.172505792827199,True,115.79623047845133
44.0,10.432282733510597,-152.23136915104283,-7.029267954017852,True,172.49563735033587
45.0,12.731345123965305,-190.5327158344301,-5.878695268538397,True,201.69829755207385
46.0,9.68998489373331,-133.72365254745256,-6.467535010459937,True,149.21498660667788
47.0,4.9785217189341004,-56.48339507051058,-4.517195555831137,True,60.30247298097547
48.0,4.947984537074937,-51.83885351058556,-4.028030178400305,True,53.923729736687626
49.0,12.38732626742894,-191.8618929404779,-6.910077046622309,True,211.06067249762282
50.0,7.3125403458563945,-130.0081918312577,-10.01778069035477,True,186.27521833952875
