x2,Value,x1,Timestamp
0.0,55.602112642270264,0.0,0.0
9.857096602326852,73.60514838253923,8.241243449351625,0.0
6.6029946520157115,24.375377711236304,-2.786604599744252,0.0
5.369624768134797,16.83151543371035,0.8319623721812057,0.0
2.9804600381695208,20.64328966266462,0.7488979636155033,0.0
4.199311382622132,28.974795179402136,6.0604204117269145,0.0
11.905074329615458,136.09477814997769,6.427426881022766,0.0
0.8652743487378837,2.6564556531701644,3.0435448982638196,0.0
5.510191144410728,65.04419911243866,-3.630280053110116,0.0
2.304000567651995,68.79724602490609,-2.3196598467360956,0.0
0.9019252434487081,5.287230826706319,2.5817065484760953,1.0
0.8950559301426236,3.0141625472459985,3.7463828611042427,2.0
0.7499846245497157,5.046624880755578,2.6818041774961046,3.0
0.4591639826553705,4.289796633144526,2.9836228445607853,4.0
0.9921639087015188,13.102820541974477,5.033432626509509,5.0
0.6470673261916297,2.8506933588539125,3.485417653250787,6.0
0.0926715523236295,14.384262292248051,2.1405085305901386,7.0
1.0066327527183154,5.893153399368498,4.232477278642664,8.0
0.8020260358470704,2.338126337393425,3.33185511618748,9.0
0.6608673156054115,3.0771536932387518,3.615155561158513,10.0
0.8950559301426236,7.856093809460859,4.451087588299526,11.0
1.190852333278772,6.4361398360011375,4.318740979133297,12.0
0.6470673261916297,4.41979388925034,3.928838592481764,13.0
1.0183282242230614,13.670068534831284,5.098873492352302,14.0
0.6287418727835027,3.423569446861981,3.700562138988184,15.0
1.5790130508072675,3.634241467262986,3.9852786101375415,16.0
0.6864902206492606,18.39344047445278,5.7368746669065285,17.0
0.9826585799665514,2.624837115339666,3.6906536863661916,18.0
0.7127821214320111,2.9059306544044894,3.11550738636479,19.0
0.8529172209351038,19.928393078500058,1.5033054428424757,20.0
0.6470673261916297,5.294741596123671,4.072533201727138,21.0
0.9019252434487081,2.9789279848809667,3.7411733290574,22.0
3.4289285305531916,2.6254197742054197,3.4211776462418744,23.0
0.8742384707941887,4.188816348399814,3.964926993746735,24.0
3.2665287754261154,14.382854957837482,4.783491573913192,25.0
0.9826585799665514,3.380418555025458,3.8546528928034576,26.0
0.6177824037451971,9.38299040601996,8.007187378748082,27.0
3.084299038384724,3.586759320043096,3.7411733290574,28.0
0.9269247914124301,3.0974832338977567,3.7785379437463398,29.0
0.6578996168771702,2.9311839189218922,3.1768615152457773,30.0
3.1748111000293036,22.599961144228075,5.770581955241429,31.0
2.7441577622848303,3.5246906818594272,3.8365216060405043,32.0
0.6700235788032538,2.7183413031126253,3.306289254000534,33.0
2.8103693947816963,10.644871491503196,4.578190053196087,34.0
0.9019252434487081,3.0440425132250297,3.756323024646191,35.0
3.1314106375301107,1.3933164067475001,2.7550371347950806,36.0
0.07282066542882601,8.676597220569121,2.6188935123613604,37.0
2.8686277706094967,1.7940226330431397,2.599112818969446,38.0
1.2033644280624576,1.8040557333732359,3.55582687555599,39.0
0.635504026670403,2.8323576794182017,3.438275010922972,40.0
0.4886154301748076,3.884149728636503,3.052463551467186,41.0
0.21504790996822767,7.897040789853259,4.296924069796205,42.0
2.9926378752991427,5.666159701473828,4.031070680426231,43.0
1.4774897645470408,3.601729151241374,3.975215074466,44.0
4.846081902121731,6.444742007758492,2.467631609883453,45.0
0.9165846985218254,4.118938715613329,3.964926993746735,46.0
2.035576119048523,9.829350765495771,4.651446969067411,47.0
2.3112596972027593,20.410810632320317,6.636438364949818,48.0
4.116166637151304,7.48802656707969,3.7766454679457695,49.0
0.7491169752210867,3.440610345680181,3.77627713561583,50.0
