Timestamp,Value,x2,x1
50.0,3.414400602438026,0.394818761046346,0.01698841360173878
49.0,3.2841567050304286,0.1715760125536314,0.004546075025110374
48.0,3.209583881781734,0.0445816641444537,0.002015873354743782
47.0,3.567196314171037,0.3005383831114188,0.013530928912948334
46.0,3.779252684269776,0.12438170148742103,0.008170815413180581
45.0,4.483066124748324,0.9995615913282629,0.09995525008092991
44.0,3.0252930225342403,0.9690319021042318,0.04548784164860906
43.0,3.996247976105586,0.28758564202514636,0.017912867145304285
42.0,2.645709485953125,0.8914124968262874,0.031125870492796526
41.0,4.233301888680919,0.9890851019744251,0.08717478619139198
40.0,3.981957534281195,0.93028511758814,0.07088740023583313
39.0,2.6871455743876633,0.7796533096742214,0.026161998107752073
38.0,3.3347604524243386,0.01704353251153417,0.0032197323424648684
37.0,3.2011932210344223,0.08740295781989281,0.002036004911174059
36.0,3.537887226678858,0.4626161620463299,0.02293371507660714
35.0,3.395643069773279,0.9145551819330568,0.05183874998409715
34.0,3.0244009540451398,0.6455533840885114,0.025496128607288126
33.0,3.713734719005157,0.8903801426117139,0.05877987794364828
32.0,5.667229490522506,0.16042920334891378,0.028738006642994644
31.0,4.076818919028506,0.5655159686811363,0.039365415500127905
30.0,3.669023964347465,0.8274498891058315,0.05215667011051484
29.0,3.0,0.006798825463771001,0.0
28.0,3.6375509490928115,0.7482148382142149,0.045018146180759194
27.0,3.0352054068713414,0.05599613103490472,0.0003423818677715168
26.0,3.02730674208296,0.015774474434164996,0.0002625657931385649
25.0,3.6339933540073908,0.6590742417308711,0.038173488189411825
24.0,4.080891068173887,0.5933197867489252,0.041749572131478764
23.0,3.0355980511347425,0.039438712063588295,0.0003423818677715168
22.0,3.384485496307112,0.028024919015450112,0.0036982971641392032
21.0,3.885151988846011,0.10027009044112015,0.008784813258587081
20.0,3.0,0.002571377709433054,0.0
19.0,3.4052412469433815,0.5829879242456923,0.028569965910290197
18.0,4.657393784703586,0.6773498288240244,0.06226077142254676
17.0,3.025501673980921,0.0058575376881241205,0.00024520922057824635
16.0,1.7948245094156277,0.6201043770639286,0.0023338287971211747
15.0,2.999999999999455,0.01704353251153417,0.0
14.0,4.027239681573502,0.043902146993098703,0.009901775662555264
13.0,4.732455471039322,0.0019424881656060042,0.016773023659957094
12.0,1.2177092479647382,1.0,0.0009115712140830943
11.0,3.0356075201350983,0.008139881984753189,0.0003423818677715168
10.0,3.03560688280515,0.032517385591376756,0.0003423818677715168
9.0,3.229217152067957,0.0911731806321303,0.0023338287971211747
8.0,3.340791102798432,0.00690032430311672,0.0032777664164304957
7.0,3.0,0.0001,0.0
6.0,3.2426820643598537,0.013757815334509966,0.0023338287971211747
5.0,2.9999999999741886,0.019624129412756104,0.0
4.0,3.2541930140453688,0.004617049758006997,0.0024445606532543184
3.0,3.0356075200993256,0.019869456964822015,0.0003423818677715168
2.0,3.0356075201350983,0.0049717673973732005,0.0003423818677715168
1.0,6.216474705486083,0.020623492509100772,0.03168097064367614
0.0,4.563463986785133,0.910870710405316,0.6815307921373078
0.0,7.306534641274354,0.6279054625295214,0.15623845578443007
0.0,7.81549369718163,0.3741691949633858,0.7449652065820153
0.0,9.918994008696423,0.23732873609106847,0.09810204072079816
0.0,7.570968317584018,0.5377974386601907,0.12587013160464877
0.0,7.376656876742485,0.6233032377963605,0.2988880920170641
0.0,7.963494006500119,0.4152682557136091,0.555171915788976
0.0,10.626949408569871,0.10438682008244267,0.7070382305784658
0.0,8.961420364514625,0.41728770056436565,0.3600061311040847
0.0,3.0,0.0001,0.0
