x1,x2,Valid,f1_value,f2_value,Timestamp
15.472870972030947,14.739508909516033,False,372.2923573036645,-49.51826632639194,20.0
-4.4315030632814185,-12.436322966819365,False,223.8990065216758,-220.4183024382103,20.0
0.6440114939780841,15.073975185944562,False,201.9154823630468,-192.28067408878053,20.0
-5.123672174991267,19.30565031929342,False,387.8435388689921,-381.20988318716866,20.0
12.983562615511254,-3.2177419503950873,False,140.42799488897896,99.06271637947873,20.0
9.47059756319333,-1.6133127909825618,False,64.63923169470318,78.40597432522691,20.0
6.796138648037999,6.078954271183136,True,50.79872241997319,35.36947134357257,20.0
-13.862657300198766,17.077156705087177,False,512.0988643434788,-383.23888342171847,20.0
-4.731706180282291,-10.448056200364453,False,178.3738588643538,-173.64334638924362,20.0
13.301484697126888,6.406395211634496,False,158.95266554377764,90.48425308975757,20.0
12.548156825236788,4.009240058263586,False,122.31913813804766,103.87788569887286,19.0
3.423231435800478,-12.76949394180302,False,193.62455113320075,-158.78988049114577,19.0
18.287335291147286,14.507352275138139,False,449.7258563709313,-17.86254786435387,19.0
11.290741456743344,-17.42183418371648,False,427.68185150839446,-237.74730158165494,19.0
14.632931387257784,18.761217953341813,False,477.0518186212744,-183.76448070079147,19.0
-18.370897022114733,-4.116529648809005,False,443.1523211327445,-191.51694884617416,19.0
-17.198687981772434,14.536829624215542,False,553.8353764964928,-338.0339481109914,19.0
-4.08164243962373,19.468223157945047,False,380.06164137509023,-377.8100485682713,19.0
-19.494193255855492,17.214746356625255,False,726.9183431297557,-438.3657387123915,19.0
9.656479921561353,10.351695246392115,True,148.07588877066502,-0.5458846873407026,19.0
13.948859914557474,-10.247590207870086,False,271.2835387418935,-0.9685462531577826,18.0
-2.1199389516637908,1.3071760866345912,False,19.068254113636677,-19.17380771317426,18.0
19.83435127923542,-5.546652669651607,False,362.9227467282226,135.65050033606227,18.0
-10.323141305933461,15.646952343087463,False,368.3930245866788,-307.4414846940765,18.0
2.9878540890499607,-2.4607502158372014,False,14.952647757669965,14.91389474503241,18.0
-13.732028550399743,-2.7684205515864058,False,263.6977157642114,-137.78925040721649,18.0
12.307699495361277,-17.889103380473454,False,465.04689540488476,-246.02893105996216,18.0
-1.7646677184565576,7.556445187419897,True,59.15969652603042,-58.86898296175054,18.0
