x1,x2,f1_value,f2_value,Valid,Timestamp
-1.7646677184565576,7.556445187419897,59.15969652603042,-58.86898296175054,True,18.0
-1.2343315409664584,10.657086593330177,105.72022198796792,-104.36830533977559,True,17.0
-3.029801394262158,12.181790685979884,152.33134501078803,-152.3006554934259,True,15.0
-3.6830513925330237,5.373706097833178,53.42637816039467,-52.27676756302034,True,15.0
1.2008043576084262,7.403080121982381,43.63814872334358,-30.192195830050068,True,13.0
-6.098058068272129,6.15622438395782,94.16519437482853,-81.46917251217036,True,11.0
-6.161245915396705,3.6604444842394024,75.68389974529927,-62.52917809229021,True,9.0
-2.1158033725780285,10.020353456743003,100.30661388630011,-100.4090068377777,True,5.0
-7.19474443396866,3.453198331125236,92.5615072578333,-70.77088195755358,True,2.0
-2.2222222222222214,6.666666666666668,51.93827160493828,-52.111111111111114,True,2.0
-6.666666666666666,11.111111111111114,179.34567901234573,-162.2345679012346,True,1.0
2.2222222222222214,6.666666666666668,34.1604938271605,-12.111111111111128,True,1.0
-2.2222222222222214,11.111111111111114,122.06172839506178,-122.23456790123461,True,1.0
-1.0209252920137466,10.895380689471569,109.04454860949517,-107.10688661769053,True,0.0
-6.57190101325787,3.606356604449644,82.27058173064958,-65.94020386887911,True,0.0
