x1,x2,Value,Energy,Timestamp
0,0,55.602112642270264,0,0
-3.5368954110066504,9.150307430293354,17.90649959737995,5.613412019286704,1
9.94486272742996,8.92041165464299,37.329499067359784,18.86527438207295,1
2.278768134273748,9.030614568398068,39.59469426349291,11.309382702671815,1
7.783251791304494,9.843510686330601,81.32381124224489,17.626762477635097,1
-1.3846919186162925,12.60133095428599,28.99779192855603,11.216639035669697,1
3.7918072995627163,4.690762744789612,10.583859341806198,8.482570044352329,1
-0.47417012245625134,9.075310913453713,23.794161886093143,8.601140790997462,1
3.3434212905559395,13.08618644213099,120.78722505421442,16.42960773268693,1
9.615852723876465,7.164657748439674,21.037094980095482,16.780510472316138,1
-0.44551212494337644,0.0789891347564339,62.9632752205851,-0.36652299018694257,502
-2.7932874892945065,12.795682816462936,2.7756256338679766,10.00239532716843,1001
-4.835933727116833,12.99487062334032,25.043250734280786,8.158936896223487,1517
-3.526073304899434,13.069125706378472,1.1210975136823684,9.543052401479038,2035
0.545793758236373,0.6993367074366641,38.192341507027464,1.245130465673037,2561
0.4751802219713861,1.9875143311317403,29.332033739414076,2.4626945531031263,3090
-3.9067247299817045,13.078718081710484,4.307750989803236,9.17199335172878,3647
-3.7355918955220706,13.08084560106545,2.4878755730490676,9.34525370554338,4181
-3.5872100847185444,13.084212409059054,1.4181635429485304,9.49700232434051,4689
-0.4512008492946391,2.099854990910075,40.213046610089606,1.6486541416154359,5207
0.7922673820222013,0.08841856716873378,39.13224698670461,0.880685949190935,5714
0.025190988656813573,3.879898250218966,23.92584479209856,3.9050892388757794,6218
