x1,x2,Value,Timestamp
0,0,55.602112642270264,0
3.8843434444130853,1.4289619517067647,3.0412669355496993,0
-2.327109318825039,4.269968846251052,41.02835829904831,0
-2.335572686355148,6.501465012149462,18.721290042714674,0
-4.688916216166535,7.804398960921567,81.99888380981268,0
1.6032353722618842,8.883538479713202,35.7303606604417,0
4.405739099804009,0.5534470617148712,7.989075565106522,0
1.5917629665506672,5.327664153670741,12.150980388746628,0
2.547992040301936,13.281707340561585,112.25402193618235,0
9.32103517302674,9.42248702893851,49.92112485277704,0
-4.79992968512149,7.369854566242527,96.32422180150445,18
6.698227227955645,7.137733765603446,54.81412412187453,786
3.158869969545261,0.4811996441569234,3.569020154341465,1482
6.323735078693355,1.873608858415754,20.19036664070265,1499
2.9179581409222246,0.21449371553753782,5.660742568583321,2199
